EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG,A,B,C,
603272822,ISC      ,2012-09-14,04:51:48.06, -3.3008, 100.6703, 23.3,      ,ISC      ,mb    , 6.0,ISC      ,MS    , 6.3,
602268644,ISC      ,2013-01-10,13:47:05.08,  4.7427,  95.0989, 51.7,      ,ISC      ,mb    , 6.0,
602342576,ISC      ,2013-01-21,22:22:54.78,  4.9625,  95.9215, 24.6,      ,ISC      ,MS    , 6.0,
606825233,ISC      ,2013-06-13,16:47:25.80, -9.9513, 107.3023, 20.6,      ,ISC      ,mb    , 6.3,ISC      ,MS    , 6.3,
603173687,ISC      ,2013-07-02,07:37:05.09,  4.6907,  96.5824, 25.4,      ,ISC      ,MS    , 6.2,
603179116,ISC      ,2013-07-06,05:05:06.96, -3.2940, 100.5312, 26.1,      ,ISC      ,MS    , 6.3,
603823975,ISC      ,2013-12-01,06:29:58.32,  2.0171,  96.8488, 21.6,      ,ISC      ,MS    , 6.0,
604007560,ISC      ,2014-01-25,05:14:20.52, -8.0446, 109.2225, 87.8,      ,ISC      ,mb    , 6.0,
610098741,ISC      ,2014-03-21,13:41:09.86,  7.6804,  94.2252, 19.3,      ,ISC      ,mb    , 6.0,ISC      ,MS    , 6.5,
604793643,ISC      ,2014-07-05,09:39:30.13,  1.9762,  96.9603, 33.9,      ,ISC      ,MS    , 6.2,
610574633,ISC      ,2014-12-17,06:10:08.49, -3.7764, 100.2167, 21.5,      ,ISC      ,MS    , 6.0,
610586569,ISC      ,2015-03-03,10:37:31.38, -0.7195,  98.7546, 33.5,      ,ISC      ,MS    , 6.3,
608023798,ISC      ,2015-11-08,09:34:57.38,  0.7516,  98.9041, 82.8,      ,ISC      ,mb    , 6.0,
608023824,ISC      ,2015-11-08,16:47:02.91,  6.8143,  94.4805, 16.2,      ,ISC      ,mb    , 6.0,ISC      ,MS    , 6.3,
611461544,ISC      ,2016-03-02,12:49:48.85, -4.9196,  94.2507, 26.1,      ,ISC      ,mb    , 7.0,ISC      ,MS    , 7.7,
608545126,ISC      ,2016-04-10,02:14:34.43, -4.1764, 102.2558, 51.7,      ,ISC      ,mb    , 6.0,
612637065,ISC      ,2016-06-01,22:56:01.32, -2.0793, 100.6950, 62.5,      ,ISC      ,mb    , 6.3,
609828738,ISC      ,2016-12-06,22:03:34.24,  5.2784,  96.1400, 13.8,      ,ISC      ,mb    , 6.2,ISC      ,MS    , 6.8,
616640239,ISC      ,2017-08-13,03:08:12.77, -3.6294, 101.7417, 49.9,      ,ISC      ,mb    , 6.3,ISC      ,MS    , 6.4,
610942428,ISC      ,2017-08-31,17:06:56.13, -1.1834,  99.7536, 54.0,      ,ISC      ,mb    , 6.0,ISC      ,MS    , 6.2,
611604311,ISC      ,2017-12-15,16:47:58.00, -7.5979, 108.1023,100.6,      ,ISC      ,mb    , 6.5,
611835833,ISC      ,2018-01-25,01:15:58.74,  8.2462,  91.7219, 16.3,      ,ISC      ,MS    , 6.0,
612104951,ISC      ,2018-06-12,23:08:29.81, -2.0755,  98.6776, 19.5,      ,ISC      ,MS    , 6.0,
